file,line,markup,coverage
admin/backend/academic_year.php,265,"<button onclick=""ayReturnToCurrent()"" style=""background:#1a1200;color:#fde68a;border:0;border-radius:8px;' . 'padding:.45rem .9rem;font-weight:800;cursor:pointer;font-family:inherit;white-space:nowrap"">",source-indexed; NOT individually click-certified
admin/backend/academic_year.php,331,"<select onchange=""if(this.value!=0){ayCtx.go(this.value);}"" ' . 'style=""width:100%;background:#1e293b;color:#e2e8f0;border:1px solid #334155;border-radius:8px;padding:.5rem;font-family:inherit;font-size:.82rem;cursor:pointer"">",source-indexed; NOT individually click-certified
admin/backend/academic_year.php,341,"<button type=""button"" onclick=""ayCtx.go(0)"" style=""margin-top:.55rem;background:#1a1200;color:#fde68a;border:0;border-radius:8px;padding:.4rem .8rem;font-weight:800;cursor:pointer;font-family:inherit"">",source-indexed; NOT individually click-certified
admin/backend/academic_year.php,353,"<button type=""button"" onclick=""ayCloseYearModal()"" style=""background:none;border:0;color:#94a3b8;font-size:1.4rem;cursor:pointer;line-height:1"">",source-indexed; NOT individually click-certified
admin/backend/academic_year.php,401,"<button type=""button"" onclick=""ayCtx.go(0)"" style=""background:#1a1200;color:#fde68a;border:0;border-radius:8px;' . 'padding:.4rem .85rem;font-weight:800;cursor:pointer;font-family:inherit;white-space:nowrap"">",source-indexed; NOT individually click-certified
admin/backend/services/MemberReportRenderer.php,174,"<button type=""button"" onclick=""window.print()"" class=""btn green"">",source-indexed; NOT individually click-certified
admin/backend/services/MemberReportRenderer.php,175,"<a href=""' . self::h($csvUrl) . '"" class=""btn blue"">",source-indexed; NOT individually click-certified
admin/backend/services/MemberReportRenderer.php,176,"<a href=""/admin/reports.php"" class=""btn gray"">",source-indexed; NOT individually click-certified
admin/components/notification_bell.php,41,"<button class=""notif-bell-btn"" onclick=""toggleNotifDropdown()"" title=""Notifications"">",source-indexed; NOT individually click-certified
admin/components/notification_bell.php,51,"<button onclick=""markAllRead()"" class=""notif-mark-all"">",source-indexed; NOT individually click-certified
admin/components/notification_bell.php,56,"<button class=""notif-tab active"" onclick=""switchNotifTab('alerts')"">",source-indexed; NOT individually click-certified
admin/components/notification_bell.php,59,"<button class=""notif-tab"" onclick=""switchNotifTab('tasks')"">",source-indexed; NOT individually click-certified
admin/components/notification_bell.php,91,"<button onclick=""updateTask(<?= $task['id'] ?>",source-indexed; NOT individually click-certified
admin/components/notification_bell.php,94,"<button onclick=""updateTask(<?= $task['id'] ?>",source-indexed; NOT individually click-certified
admin/dashboard.php,488,"<a href=""index.php"" class=""btn btn-primary"">",source-indexed; NOT individually click-certified
admin/dashboard.php,492,"<button onclick=""location.reload()"" class=""btn btn-secondary"">",source-indexed; NOT individually click-certified
admin/dashboard.php,496,"<a href=""logout.php"" class=""btn btn-danger"">",source-indexed; NOT individually click-certified
admin/dashboard.php,503,"<a href=""#"">",source-indexed; NOT individually click-certified
admin/dashboard.php,504,"<a href=""#"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,149,"<a href=""/admin/dashboard.php"" class=""back-btn"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,157,"<button class=""topbar-btn"" onclick=""clearChat()"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,158,"<button class=""topbar-btn"" onclick=""exportChat()"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,166,"<button class=""insight-btn"" onclick=""quickInsight('overview')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,167,"<button class=""insight-btn"" onclick=""quickInsight('members')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,168,"<button class=""insight-btn"" onclick=""quickInsight('attendance')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,169,"<button class=""insight-btn"" onclick=""quickInsight('education')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,170,"<button class=""insight-btn"" onclick=""quickInsight('finance')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,174,"<button class=""report-btn"" onclick=""generateReport('monthly')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,175,"<button class=""report-btn"" onclick=""generateReport('attendance')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,176,"<button class=""report-btn"" onclick=""generateReport('financial')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,177,"<button class=""report-btn"" onclick=""generateReport('demographic')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,185,"<select id=""aiProvider"" onchange=""aiProviderChanged()"" style=""width:100%;padding:.5rem;border-radius:8px;background:rgba(255,255,255,.06);color:inherit;border:1px solid rgba(255,255,255,.15);margin-bottom:.4rem"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,187,"<input type=""password"" id=""aiKey"" placeholder=""paste key"" autocomplete=""off"" />",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,190,"<input type=""text"" id=""aiModel"" placeholder=""model name"" autocomplete=""off"" />",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,193,"<input type=""text"" id=""aiBase"" placeholder=""https://…/v1"" autocomplete=""off"" />",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,195,"<input type=""checkbox"" id=""aiActive"" style=""width:auto"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,197,"<button class=""save-key-btn"" onclick=""testConnection()"" style=""flex:1;background:rgba(255,255,255,.12)"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,198,"<button class=""save-key-btn"" onclick=""saveAiConfig()"" style=""flex:1"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,215,"<button class=""suggest-btn"" onclick=""sendSuggestion('How many active members and what is the gender breakdown?')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,216,"<button class=""suggest-btn"" onclick=""sendSuggestion('What is our attendance rate and which days are lowest?')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,217,"<button class=""suggest-btn"" onclick=""sendSuggestion('Give me a summary of our financial health')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,218,"<button class=""suggest-btn"" onclick=""sendSuggestion('Which classes need more students?')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,219,"<button class=""suggest-btn"" onclick=""sendSuggestion('What are the top data quality issues to fix?')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,220,"<button class=""suggest-btn"" onclick=""sendSuggestion('Complete school status report for this month')"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,237,"<textarea id=""chatInput"" rows=""1"" placeholder=""Ask about your school data..."" onkeydown=""handleKey(event)"" oninput=""autoResize(this)"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,238,"<button class=""send-btn"" id=""sendBtn"" onclick=""sendMessage()"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,289,"<a href=""'+p.signup+'"" target=""_blank"" rel=""noopener"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,402,"<button class=""msg-action-btn"" onclick=""copyMsg(this)"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,403,"<button class=""msg-action-btn"" onclick=""downloadMsg(this)"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,562,"<a href=""/admin/dashboard.php"" class=""wbws-bnav-btn"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,563,"<button class=""wbws-bnav-btn active"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_assistant.php,564,"<a href=""/admin/logout.php"" class=""wbws-bnav-btn bnav-exit"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_chatbot_widget.php,102,"<button id=""ai-fab"" onclick=""aipToggle()"" title=""AI Assistant"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_chatbot_widget.php,108,"<button onclick=""aipClear()"" title=""New chat"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_chatbot_widget.php,109,"<button onclick=""aipMinimize()"" title=""Minimise"" id=""aipMinBtn"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_chatbot_widget.php,110,"<button onclick=""aipClose()"" title=""Close"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_chatbot_widget.php,126,"<textarea id=""aipInput"" rows=""1"" placeholder=""Ask about your data or the system…"" onkeydown=""aipKey(event)"" oninput=""aipResize(this)"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_chatbot_widget.php,127,"<button class=""aip-send"" id=""aipSendBtn"" onclick=""aipSend()"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_chatbot_widget.php,172,"<a href=""/admin/dashboards/ai_assistant.php"">",source-indexed; NOT individually click-certified
admin/dashboards/ai_chatbot_widget.php,253,"<button class=""aip-copy-btn"" onclick=""var b=this.parentElement.querySelector(\'.aip-bubble\');navigator.clipboard.writeText(b.innerText);this.textContent=\'Copied!\';var t=this;setTimeout(function(){t.textContent=\'Copy\';},1500)"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,145,"<a href=""/admin/logout.php"" class=""nav-link text-red-200 hover:bg-red-500/20"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,175,"<button onclick=""showSection('dashboard')"" class=""mobile-nav px-4 py-2 rounded-full text-xs font-medium bg-orange-100 text-orange-700"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,176,"<button onclick=""showSection('take')"" class=""mobile-nav px-4 py-2 rounded-full text-xs font-medium bg-gray-100"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,177,"<button onclick=""showSection('history')"" class=""mobile-nav px-4 py-2 rounded-full text-xs font-medium bg-gray-100"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,183,"<a href=""/admin/dashboard.php"" class=""mob-back"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,238,"<select id=""attClassSelect"" class=""form-input"" onchange=""loadStudentsForAttendance()"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,247,"<input type=""date"" id=""attDateInput"" class=""form-input"" value=""<?= $todayDate ?>",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,255,"<button onclick=""markAllAttendance('present')"" class=""btn btn-success"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,256,"<button onclick=""markAllAttendance('absent')"" class=""btn"" style=""background:#fee2e2;color:#991b1b;"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,257,"<button onclick=""markAllAttendance('late')"" class=""btn"" style=""background:#fef3c7;color:#92400e;"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,263,"<input type=""text"" id=""barcodeScannerInput"" autocomplete=""off"" placeholder=""Scan ID Card..."" class=""bg-slate-900 border-none text-emerald-400 font-mono text-sm rounded-lg px-3 py-1.5 focus:ring-2 focus:ring-emerald-500 outline-none w-full md:w-64 placeholder-slate-500"" onkeyup=""if(event.key==='Enter') handleBarcodeScan(this.value)"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,275,"<button onclick=""saveAttendance()"" class=""btn btn-success"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,336,"<select id=""historyClassSelect"" class=""form-input"" onchange=""loadClassHistory()"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,343,"<button onclick=""exportClassHistory()"" class=""btn btn-secondary"" style=""display:none;"" id=""exportHistoryBtn"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,478,"<button type=""button"" class=""att-btn att-present ${status === 'present' ? 'active' : ''}"" data-attendance-status=""present"" onclick=""setAttStatus(this, ${s.member_id || s.id}, 'present')"" title=""Present"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,479,"<button type=""button"" class=""att-btn att-absent ${status === 'absent' ? 'active' : ''}"" data-attendance-status=""absent"" onclick=""setAttStatus(this, ${s.member_id || s.id}, 'absent')"" title=""Absent"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,480,"<button type=""button"" class=""att-btn att-late ${status === 'late' ? 'active' : ''}"" data-attendance-status=""late"" onclick=""setAttStatus(this, ${s.member_id || s.id}, 'late')"" title=""Late"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,481,"<button type=""button"" class=""att-btn att-excused ${status === 'excused' ? 'active' : ''}"" data-attendance-status=""excused"" onclick=""setAttStatus(this, ${s.member_id || s.id}, 'excused')"" title=""Excused"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,484,"<input type=""text"" class=""form-input att-note"" style=""width:120px"" maxlength=""500"" data-member-id=""${s.member_id || s.id}"" value=""${escapeHtml(s.note || '')}"" placeholder=""Note"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,626,"<button onclick=""editPastAttendance(${classId}, '${h.attendance_date}')"" class=""btn btn-secondary btn-sm"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,662,"<a href=""/admin/dashboard.php"" class=""wbws-bnav-btn"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,663,"<button class=""wbws-bnav-btn active"">",source-indexed; NOT individually click-certified
admin/dashboards/attendance_taker.php,664,"<a href=""/admin/logout.php"" class=""wbws-bnav-btn bnav-exit"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,191,"<a href=""<?= SITE_URL ?>",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,193,"<a href=""/admin/dashboard.php"" class=""btn-exit"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,195,"<a href=""/admin/logout.php"" class=""btn-exit"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,202,"<button class=""tab active"" data-panel=""registrations"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,203,"<button class=""tab"" data-panel=""gallery"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,204,"<button class=""tab"" data-panel=""teachers"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,205,"<button class=""tab"" data-panel=""schedule"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,206,"<button class=""tab"" data-panel=""programs"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,207,"<button class=""tab"" data-panel=""social"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,230,"<button class=""btn btn-ghost"" onclick=""openCatModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,231,"<button class=""btn btn-gold"" onclick=""openPhotoModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,242,"<button class=""btn btn-gold"" onclick=""openTeacherModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,251,"<button class=""btn btn-gold"" onclick=""openScheduleModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,260,"<button class=""btn btn-gold"" onclick=""openProgramModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,269,"<button class=""btn btn-gold"" onclick=""openSocialModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,281,"<button class=""modal-close"" onclick=""closeModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,285,"<button class=""btn btn-ghost"" onclick=""closeModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/content_editor.php,286,"<button class=""btn btn-gold"" id=""modalSave"" onclick=""saveModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/dept_taker.php,67,"<a class=""exit"" href=""/admin/logout.php"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,141,"<button class=""nl act"" data-sec=""dashboard"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,142,"<button class=""nl"" data-sec=""teachers"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,143,"<button class=""nl"" data-sec=""classes"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,144,"<button class=""nl"" data-sec=""subjects"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,148,"<button class=""nl"" data-sec=""enrollment"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,149,"<button class=""nl"" data-sec=""grades"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,150,"<button class=""nl"" data-sec=""assessments"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,151,"<button class=""nl"" data-sec=""settings"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,155,"<button class=""nl"" data-sec=""submissions"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,156,"<button class=""nl"" data-sec=""reportcards"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,159,"<a href=""/admin/logout.php"" class=""nl"" style=""color:#fca5a5"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,165,"<a href=""/admin/dashboard.php"" class=""mob-back"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,189,"<button class=""btn btn-p"" style=""width:100%;justify-content:center"" onclick=""nav('teachers');openCreateTeacher()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,190,"<button class=""btn btn-s"" style=""width:100%;justify-content:center"" onclick=""nav('enrollment')"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,191,"<button class=""btn btn-o"" style=""width:100%;justify-content:center"" onclick=""nav('grades')"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,192,"<button class=""btn btn-o"" style=""width:100%;justify-content:center"" onclick=""nav('classes')"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,205,"<button class=""btn btn-p"" onclick=""openCreateTeacher()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,208,"<input autocomplete=""off"" type=""text"" id=""teacherSearch"" class=""inp"" style=""max-width:240px"" placeholder=""Search name, username, or code..."" oninput=""debounceTeacherSearch()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,209,"<select id=""teacherStatus"" class=""inp"" style=""max-width:140px"" onchange=""loadTeachers()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,210,"<select id=""teacherSort"" class=""inp"" style=""max-width:160px"" onchange=""renderTeachers()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,211,"<button class=""btn btn-o btn-xs"" onclick=""exportTeachers()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,218,"<button class=""btn btn-p"" onclick=""openClassModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,224,"<button class=""btn btn-p"" onclick=""openSubjectModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,227,"<button onclick='editSubject(<?= json_encode($s, JSON_HEX_TAG | JSON_HEX_APOS | JSON_HEX_AMP | JSON_HEX_QUOT) ?>",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,238,"<button class=""btn btn-p"" onclick=""openBulkEnrollModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,239,"<button class=""btn btn-o btn-xs"" onclick=""loadEnrollOverview()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,248,"<button class=""tbn act"" id=""enrTabClasses"" onclick=""switchEnrollTab('classes')"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,249,"<button class=""tbn"" id=""enrTabRoster"" onclick=""switchEnrollTab('roster')"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,250,"<button class=""tbn"" id=""enrTabUnassigned"" onclick=""switchEnrollTab('unassigned')"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,258,"<select id=""enrollClass"" class=""inp"" onchange=""loadEnrolled()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,260,"<input type=""text"" id=""enrollSearchInput"" class=""inp"" placeholder=""Type name or code to search..."" autocomplete=""off"" oninput=""liveSearchEnroll(this.value)"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,262,"<button class=""btn btn-p"" onclick=""enrollFromSearch()"" id=""enrollBtn"" disabled>",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,275,"<input type=""text"" id=""rosterQ"" class=""inp"" placeholder=""Name or code…"" autocomplete=""off"" oninput=""debounceRoster()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,276,"<select id=""rosterClass"" class=""inp"" onchange=""loadRoster(1)"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,277,"<select id=""rosterGender"" class=""inp"" onchange=""loadRoster(1)"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,278,"<select id=""rosterType"" class=""inp"" onchange=""loadRoster(1)"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,279,"<select id=""rosterAge"" class=""inp"" onchange=""loadRoster(1)"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,280,"<select id=""rosterSort"" class=""inp"" onchange=""loadRoster(1)"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,283,"<select id=""rosterTargetClass"" class=""inp"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,284,"<button class=""btn btn-s"" type=""button"" onclick=""rosterBulkEnroll()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,295,"<input autocomplete=""off"" type=""text"" id=""unassignedSearch"" class=""inp"" placeholder=""Search by name or code..."" oninput=""debounceUnassigned()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,296,"<select id=""unassignedGender"" class=""inp"" onchange=""loadUnassigned()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,297,"<select id=""unassignedMType"" class=""inp"" onchange=""loadUnassigned()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,298,"<select id=""unassignedAge"" class=""inp"" onchange=""loadUnassigned()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,299,"<select id=""unassignedTargetClass"" class=""inp"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,300,"<button class=""btn btn-s"" onclick=""bulkEnrollSelected()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,311,"<button class=""btn btn-p btn-xs"" type=""button"" onclick=""nav('teachers')"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,316,"<select id=""taTeacher"" class=""inp"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,317,"<select id=""taClass"" class=""inp"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,318,"<select id=""taSubject"" class=""inp"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,319,"<button class=""btn btn-s"" onclick=""assignTeacherFromPanel()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,321,"<input type=""checkbox"" id=""taClassTeacher"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,334,"<select id=""gradeClass"" class=""inp"" onchange=""loadGradeSubjects()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,335,"<select id=""gradeSubject"" class=""inp"" onchange=""loadGradeAssessments()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,337,"<select id=""gradeAssessment"" class=""inp"" onchange=""loadGradeStudents()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,344,"<button class=""btn btn-p"" onclick=""openAssessmentModal()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,346,"<select id=""asmtClass"" class=""inp"" onchange=""loadAsmtSubjects()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,347,"<select id=""asmtSubject"" class=""inp"" onchange=""loadAssessments()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,373,"<select id=""subFilterType"" class=""inp"" style=""max-width:150px"" onchange=""loadSubmissions()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,374,"<select id=""subFilterClass"" class=""inp"" style=""max-width:180px"" onchange=""loadSubmissions()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,375,"<button class=""btn btn-o btn-xs"" type=""button"" onclick=""exportSubmissions()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,376,"<button class=""btn btn-o btn-xs"" type=""button"" onclick=""loadSubmissions()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,377,"<button class=""btn btn-o btn-xs"" type=""button"" onclick=""printQrRoster()"" title=""Printable QR tiles for this class — scanned by takers in the mobile app"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,380,"<button class=""tbn act"" id=""subTabDraft"" type=""button"" onclick=""switchSubTab('draft')"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,381,"<button class=""tbn"" id=""subTabSubmitted"" type=""button"" onclick=""switchSubTab('submitted')"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,382,"<button class=""tbn"" id=""subTabInsights"" type=""button"" onclick=""switchSubTab('insights')"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,384,"<input autocomplete=""off"" type=""hidden"" id=""subFilterStatus"" value=""draft"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,392,"<button onclick=""closeModal('reviewModal')"" style=""background:rgba(255,255,255,.2);border:none;color:#fff;width:32px;height:32px;border-radius:8px;cursor:pointer;font-size:1rem"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,408,"<select id=""rcClass"" class=""inp"" onchange=""loadClassPerformance()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,409,"<select id=""rcYear"" class=""inp"" onchange=""filterRcTerms();loadClassPerformance()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,410,"<select id=""rcTerm"" class=""inp"" onchange=""loadClassPerformance()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,411,"<select id=""rcSubject"" class=""inp"" onchange=""loadClassPerformance()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,414,"<input autocomplete=""off"" type=""text"" id=""rcSearch"" class=""inp"" style=""max-width:220px"" placeholder=""Search name or code…"" oninput=""renderRcTable()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,415,"<select id=""rcFilter"" class=""inp"" style=""max-width:150px"" onchange=""renderRcTable()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,416,"<select id=""rcSort"" class=""inp"" style=""max-width:160px"" onchange=""renderRcTable()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,417,"<button class=""btn btn-o"" type=""button"" onclick=""exportPerformance()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,418,"<button class=""btn btn-o"" type=""button"" onclick=""printClassList()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,419,"<button class=""btn btn-s"" type=""button"" onclick=""generateBulkReports()"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,439,"<button onclick=""closeModal('teacherModal')"" style=""background:rgba(255,255,255,.2);border:none;color:#fff;width:32px;height:32px;border-radius:8px;cursor:pointer;font-size:1rem"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,443,"<input type=""hidden"" id=""teacherMemberId"" value="""">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,445,"<input id=""teacherMemberQ"" class=""inp"" placeholder=""Search member name or code..."" autocomplete=""off"" oninput=""searchTeacherMembers(this.value)"">",source-indexed; NOT individually click-certified
admin/dashboards/edu_dept.php,450,"<input id=""teacherFullName"" class=""inp"" required>",source-indexed; NOT individually click-certified
